source,target
Bhutan,Argentina
Jamaica,Argentina
Bangladesh,Argentina
Ecuador,Argentina
Indonesia,Argentina
Bolivia,Argentina
Trinidad and Tobago,Argentina
Namibia,Argentina
Caribbean,Argentina
Tonga,Argentina
Luxembourg,Argentina
Greece,Argentina
France,Argentina
Philippines,Argentina
Kiribati,Argentina
Fiji,Argentina
Colombia,Argentina
Lebanon,Argentina
Laos,Argentina
Egypt,Argentina
Mexico,Argentina
Malaysia,Argentina
Costa Rica,Argentina
Saudi Arabia,Argentina
Seychelles,Argentina
Hungary,Argentina
Barbados,Argentina
Albania,Argentina
High-income,Argentina
Latin America and Caribbean,Argentina
Southern Sub-Saharan Africa,Argentina
England,Argentina
New Zealand,Argentina
Peru,Argentina
Puerto Rico,Argentina
Slovenia,Argentina
Nicaragua,Argentina
Czechia,Argentina
Sudan,Argentina
Malta,Argentina
Oceania,Argentina
Andean Latin America,Argentina
Japan,Argentina
Micronesia (country),Argentina
North Korea,Argentina
Serbia,Argentina
Wales,Argentina
Netherlands,Argentina
United Arab Emirates,Argentina
Saint Lucia,Argentina
Cyprus,Argentina
Southeast Asia,Argentina
North America,Argentina
Andorra,Argentina
High SDI,Argentina
Taiwan,Argentina
Middle SDI,Argentina
Australasia,Argentina
Bosnia and Herzegovina,Argentina
Italy,Argentina
Bulgaria,Argentina
Spain,Argentina
Canada,Argentina
Grenada,Argentina
Palestine,Argentina
Nepal,Argentina
North Africa and Middle East,Argentina
Comoros,Argentina
Tunisia,Argentina
Central Latin America,Argentina
Libya,Argentina
Bahrain,Argentina
Oman,Argentina
Cuba,Argentina
Northern Ireland,Argentina
Azerbaijan,Argentina
Dominican Republic,Argentina
Montenegro,Argentina
Cambodia,Argentina
Central Europe,Argentina
Saint Vincent and the Grenadines,Argentina
Australia,Argentina
Scotland,Argentina
Switzerland,Argentina
Austria,Argentina
Turkey,Argentina
High-middle SDI,Argentina
Kuwait,Argentina
Suriname,Argentina
Belgium,Argentina
United Kingdom,Argentina
Germany,Argentina
Pakistan,Argentina
Antigua and Barbuda,Argentina
Brunei,Argentina
Tropical Latin America,Argentina
Ireland,Argentina
Syria,Argentina
Afghanistan,Argentina
Bermuda,Argentina
Uruguay,Argentina
Guyana,Argentina
Zambia,Argentina
Jordan,Argentina
Chile,Argentina
Myanmar,Argentina
Iran,Argentina
Venezuela,Argentina
Iceland,Argentina
Brazil,Argentina
Denmark,Argentina
Northern Mariana Islands,Argentina
Congo,Armenia
Benin,Armenia
Togo,Armenia
China,Armenia
Madagascar,Armenia
Angola,Armenia
Turkmenistan,Armenia
Senegal,Armenia
Guinea-Bissau,Armenia
Morocco,Armenia
East Asia,Armenia
Kyrgyzstan,Armenia
Low SDI,Armenia
Central Europe Eastern Europe and Central Asia,Armenia
Guinea,Armenia
Cape Verde,Armenia
Sao Tome and Principe,Armenia
South Asia,Armenia
Israel,Armenia
Vietnam,Armenia
Maldives,Armenia
Moldova,Armenia
Guatemala,Armenia
Ethiopia,Armenia
Ukraine,Armenia
Belarus,Armenia
Eswatini,Armenia
Lesotho,Armenia
Democratic Republic of Congo,Armenia
Uzbekistan,Armenia
Eastern Sub-Saharan Africa,Armenia
Low-middle SDI,Armenia
Gabon,Armenia
Chad,Armenia
Finland,Armenia
Uganda,Armenia
South Sudan,Armenia
Russia,Armenia
Eastern Europe,Armenia
Tanzania,Armenia
Ghana,Armenia
Lithuania,Armenia
Sub-Saharan Africa,Armenia
Central Asia,Armenia
Gambia,Armenia
Mauritius,Armenia
Mauritania,Armenia
Sri Lanka,Armenia
Estonia,Armenia
Eritrea,Armenia
Greenland,Armenia
Papua New Guinea,Armenia
Niger,Armenia
Equatorial Guinea,Armenia
Latvia,Armenia
Timor,Armenia
Rwanda,Armenia
Central African Republic,Armenia
Somalia,Armenia
Cameroon,Armenia
Nigeria,Armenia
India,Armenia
Sierra Leone,Armenia
Zimbabwe,Armenia
Guam,Armenia
Central Sub-Saharan Africa,Armenia
Liberia,Armenia
El Salvador,Armenia
Cote d'Ivoire,Armenia
Botswana,Armenia
Mozambique,Armenia
Kenya,Armenia
Burkina Faso,Armenia
Kazakhstan,Armenia
Georgia,Armenia
Southeast Asia East Asia and Oceania,Armenia
Djibouti,Armenia
Mali,Armenia
Burundi,Armenia
Singapore,Armenia
Mongolia,Armenia
Western Sub-Saharan Africa,Armenia
Tajikistan,Armenia
Kiribati,Australasia
Yemen,Australasia
Bulgaria,Australasia
American Samoa,Australasia
Mexico,Australasia
Latin America and Caribbean,Australasia
Philippines,Australasia
Central Europe,Australasia
Ecuador,Australasia
Algeria,Australasia
Germany,Australasia
Slovakia,Australasia
Guyana,Australasia
Slovenia,Australasia
Bhutan,Australasia
Montenegro,Australasia
Pakistan,Australasia
South Korea,Australasia
Kuwait,Australasia
Cambodia,Australasia
Tropical Latin America,Australasia
Uruguay,Australasia
Panama,Australasia
Australia,Australasia
Saudi Arabia,Australasia
Bosnia and Herzegovina,Australasia
Austria,Australasia
Sudan,Australasia
Tunisia,Australasia
Turkey,Australasia
Bangladesh,Australasia
Ireland,Australasia
Italy,Australasia
Andean Latin America,Australasia
Poland,Australasia
Jordan,Australasia
Oman,Australasia
Romania,Australasia
Azerbaijan,Australasia
Qatar,Australasia
Dominica,Australasia
Albania,Australasia
Caribbean,Australasia
Namibia,Australasia
Greece,Australasia
Netherlands,Australasia
Oceania,Australasia
Scotland,Australasia
High-income Asia Pacific,Australasia
Iran,Australasia
Cuba,Australasia
World,Australasia
Croatia,Australasia
Middle SDI,Australasia
Brunei,Australasia
Vanuatu,Australasia
Czechia,Australasia
Fiji,Australasia
Comoros,Australasia
Venezuela,Australasia
Micronesia (country),Australasia
Libya,Australasia
High-middle SDI,Australasia
Wales,Australasia
Malaysia,Australasia
North Macedonia,Australasia
Marshall Islands,Australasia
Belize,Australasia
England,Australasia
United Arab Emirates,Australasia
Spain,Australasia
Grenada,Australasia
Malawi,Australasia
Samoa,Australasia
Northern Ireland,Australasia
South Africa,Australasia
Thailand,Australasia
Myanmar,Australasia
France,Australasia
Trinidad and Tobago,Australasia
Tonga,Australasia
Costa Rica,Australasia
Nicaragua,Australasia
Haiti,Australasia
Peru,Australasia
Serbia,Australasia
North America,Australasia
Saint Vincent and the Grenadines,Australasia
Malta,Australasia
Barbados,Australasia
Bahrain,Australasia
Afghanistan,Australasia
Lebanon,Australasia
High-income,Australasia
Argentina,Australasia
Sweden,Australasia
Southern Latin America,Australasia
Southern Sub-Saharan Africa,Australasia
North Korea,Australasia
Seychelles,Australasia
Colombia,Australasia
Paraguay,Australasia
Egypt,Australasia
Western Europe,Australasia
New Zealand,Australasia
Dominican Republic,Australasia
North Africa and Middle East,Australasia
United States,Australasia
Switzerland,Australasia
Denmark,Australasia
Saint Lucia,Australasia
High SDI,Australasia
Iraq,Australasia
Bermuda,Australasia
Bahamas,Australasia
Canada,Australasia
Nepal,Australasia
Cyprus,Australasia
Solomon Islands,Australasia
Antigua and Barbuda,Australasia
Indonesia,Australasia
Norway,Australasia
Portugal,Australasia
Northern Mariana Islands,Australasia
Jamaica,Australasia
Iceland,Australasia
Puerto Rico,Australasia
Brazil,Australasia
Chile,Australasia
Syria,Australasia
Central Latin America,Australasia
Hungary,Australasia
Zambia,Australasia
Honduras,Australasia
United States Virgin Islands,Australasia
Luxembourg,Australasia
Taiwan,Australasia
Belgium,Australasia
Suriname,Australasia
Japan,Australasia
Andorra,Australasia
Bolivia,Australasia
United Kingdom,Australasia
Palestine,Australasia
Laos,Australasia
Southeast Asia,Australasia
Northern Mariana Islands,Australia
Venezuela,Australia
Kuwait,Australia
France,Australia
Croatia,Australia
Bermuda,Australia
Brunei,Australia
Marshall Islands,Australia
Namibia,Australia
Middle SDI,Australia
Solomon Islands,Australia
Dominican Republic,Australia
Tunisia,Australia
Trinidad and Tobago,Australia
High SDI,Australia
Bangladesh,Australia
Argentina,Australia
Yemen,Australia
Latin America and Caribbean,Australia
Taiwan,Australia
Ireland,Australia
Andorra,Australia
Panama,Australia
Iraq,Australia
Iran,Australia
Cambodia,Australia
Ecuador,Australia
Egypt,Australia
Chile,Australia
Australasia,Australia
Sudan,Australia
Seychelles,Australia
Costa Rica,Australia
United States,Australia
Bolivia,Australia
Myanmar,Australia
Canada,Australia
Indonesia,Australia
Central Latin America,Australia
Algeria,Australia
Lebanon,Australia
Syria,Australia
Poland,Australia
Cyprus,Australia
Italy,Australia
Mexico,Australia
Spain,Australia
Qatar,Australia
Greece,Australia
Grenada,Australia
Fiji,Australia
Paraguay,Australia
Czechia,Australia
Bosnia and Herzegovina,Australia
High-income,Australia
Tropical Latin America,Australia
Philippines,Australia
Puerto Rico,Australia
United Arab Emirates,Australia
Switzerland,Australia
Tonga,Australia
World,Australia
New Zealand,Australia
Saint Lucia,Australia
Pakistan,Australia
Caribbean,Australia
Netherlands,Australia
Saint Vincent and the Grenadines,Australia
Barbados,Australia
Slovenia,Australia
Southern Sub-Saharan Africa,Australia
Romania,Australia
England,Australia
Nicaragua,Australia
Vanuatu,Australia
South Africa,Australia
Cuba,Australia
Slovakia,Australia
Scotland,Australia
Palestine,Australia
Denmark,Australia
North Africa and Middle East,Australia
Oceania,Australia
Azerbaijan,Australia
Guyana,Australia
Dominica,Australia
Turkey,Australia
Bahamas,Australia
North Macedonia,Australia
Southeast Asia,Australia
Japan,Australia
Thailand,Australia
Antigua and Barbuda,Australia
Malta,Australia
Jamaica,Australia
Samoa,Australia
Haiti,Australia
North America,Australia
Portugal,Australia
Andean Latin America,Australia
United States Virgin Islands,Australia
Zambia,Australia
Bulgaria,Australia
Albania,Australia
Malaysia,Australia
Nepal,Australia
Belize,Australia
Montenegro,Australia
Luxembourg,Australia
Peru,Australia
Southern Latin America,Australia
Sweden,Australia
Northern Ireland,Australia
Germany,Australia
Norway,Australia
American Samoa,Australia
Central Europe,Australia
Saudi Arabia,Australia
North Korea,Australia
United Kingdom,Australia
Malawi,Australia
Micronesia (country),Australia
Colombia,Australia
Serbia,Australia
Hungary,Australia
Iceland,Australia
High-income Asia Pacific,Australia
Kiribati,Australia
Wales,Australia
Bhutan,Australia
Western Europe,Australia
Honduras,Australia
Oman,Australia
Austria,Australia
Laos,Australia
Brazil,Australia
Jordan,Australia
Belgium,Australia
Suriname,Australia
Comoros,Australia
Afghanistan,Australia
Bahrain,Australia
Uruguay,Australia
High-middle SDI,Australia
South Korea,Australia
Libya,Australia
Bosnia and Herzegovina,Austria
Comoros,Austria
Central Latin America,Austria
Japan,Austria
Slovakia,Austria
Scotland,Austria
Bahrain,Austria
Ireland,Austria
Saint Lucia,Austria
United States,Austria
Nicaragua,Austria
Saint Vincent and the Grenadines,Austria
Cyprus,Austria
Bulgaria,Austria
Namibia,Austria
Western Europe,Austria
Bhutan,Austria
Malawi,Austria
Latin America and Caribbean,Austria
Denmark,Austria
Bolivia,Austria
Dominican Republic,Austria
Suriname,Austria
Serbia,Austria
South Africa,Austria
Hungary,Austria
Malaysia,Austria
Italy,Austria
Brazil,Austria
Paraguay,Austria
Uruguay,Austria
Croatia,Austria
Yemen,Austria
Egypt,Austria
Solomon Islands,Austria
Kiribati,Austria
Australasia,Austria
Libya,Austria
Albania,Austria
Northern Ireland,Austria
Guyana,Austria
Costa Rica,Austria
High-income Asia Pacific,Austria
Andean Latin America,Austria
Australia,Austria
Seychelles,Austria
Kuwait,Austria
Marshall Islands,Austria
Afghanistan,Austria
Qatar,Austria
Luxembourg,Austria
United Kingdom,Austria
Jamaica,Austria
Myanmar,Austria
American Samoa,Austria
Andorra,Austria
Micronesia (country),Austria
Barbados,Austria
Thailand,Austria
Northern Mariana Islands,Austria
Taiwan,Austria
United Arab Emirates,Austria
Oman,Austria
Cuba,Austria
Vanuatu,Austria
Haiti,Austria
Bermuda,Austria
Indonesia,Austria
Belize,Austria
United States Virgin Islands,Austria
Peru,Austria
Laos,Austria
Slovenia,Austria
Dominica,Austria
Philippines,Austria
Jordan,Austria
High SDI,Austria
Turkey,Austria
Grenada,Austria
Czechia,Austria
Sweden,Austria
Nepal,Austria
Zambia,Austria
Puerto Rico,Austria
Switzerland,Austria
Middle SDI,Austria
High-income,Austria
Wales,Austria
Bangladesh,Austria
Colombia,Austria
Cambodia,Austria
Ecuador,Austria
High-middle SDI,Austria
World,Austria
Tropical Latin America,Austria
Sudan,Austria
Norway,Austria
Spain,Austria
Tonga,Austria
Pakistan,Austria
Honduras,Austria
Caribbean,Austria
Malta,Austria
Montenegro,Austria
Panama,Austria
Iceland,Austria
Netherlands,Austria
Iran,Austria
Southern Latin America,Austria
North Korea,Austria
New Zealand,Austria
Canada,Austria
Greece,Austria
Southern Sub-Saharan Africa,Austria
Lebanon,Austria
Bahamas,Austria
Poland,Austria
Azerbaijan,Austria
Chile,Austria
Romania,Austria
Brunei,Austria
North Macedonia,Austria
Samoa,Austria
Argentina,Austria
Trinidad and Tobago,Austria
Saudi Arabia,Austria
France,Austria
Venezuela,Austria
Syria,Austria
Palestine,Austria
Portugal,Austria
Iraq,Austria
Fiji,Austria
North America,Austria
Mexico,Austria
North Africa and Middle East,Austria
Belgium,Austria
Oceania,Austria
Central Europe,Austria
Antigua and Barbuda,Austria
Algeria,Austria
Southeast Asia,Austria
Germany,Austria
England,Austria
South Korea,Austria
Tunisia,Austria
Myanmar,Azerbaijan
Zambia,Azerbaijan
Andorra,Azerbaijan
United Kingdom,Azerbaijan
Panama,Azerbaijan
Qatar,Azerbaijan
Sweden,Azerbaijan
Slovakia,Azerbaijan
High-income Asia Pacific,Azerbaijan
Bahamas,Azerbaijan
Hungary,Azerbaijan
Venezuela,Azerbaijan
Tunisia,Azerbaijan
Yemen,Azerbaijan
Bolivia,Azerbaijan
Barbados,Azerbaijan
Kiribati,Azerbaijan
Montenegro,Azerbaijan
Malta,Azerbaijan
Ecuador,Azerbaijan
Kuwait,Azerbaijan
Vanuatu,Azerbaijan
Tropical Latin America,Azerbaijan
Costa Rica,Azerbaijan
Seychelles,Azerbaijan
Germany,Azerbaijan
World,Azerbaijan
Austria,Azerbaijan
Norway,Azerbaijan
Southern Sub-Saharan Africa,Azerbaijan
Taiwan,Azerbaijan
Malaysia,Azerbaijan
Bosnia and Herzegovina,Azerbaijan
Egypt,Azerbaijan
United States Virgin Islands,Azerbaijan
United States,Azerbaijan
Italy,Azerbaijan
Cyprus,Azerbaijan
Turkey,Azerbaijan
Philippines,Azerbaijan
Laos,Azerbaijan
Croatia,Azerbaijan
Brunei,Azerbaijan
Saint Vincent and the Grenadines,Azerbaijan
Bermuda,Azerbaijan
Bangladesh,Azerbaijan
Marshall Islands,Azerbaijan
North Macedonia,Azerbaijan
Thailand,Azerbaijan
Denmark,Azerbaijan
Southeast Asia,Azerbaijan
United Arab Emirates,Azerbaijan
Canada,Azerbaijan
Australia,Azerbaijan
Oceania,Azerbaijan
Slovenia,Azerbaijan
Wales,Azerbaijan
Belize,Azerbaijan
Tonga,Azerbaijan
Mexico,Azerbaijan
England,Azerbaijan
Saint Lucia,Azerbaijan
Japan,Azerbaijan
Peru,Azerbaijan
Namibia,Azerbaijan
France,Azerbaijan
Honduras,Azerbaijan
American Samoa,Azerbaijan
Spain,Azerbaijan
High-middle SDI,Azerbaijan
South Africa,Azerbaijan
Australasia,Azerbaijan
Northern Mariana Islands,Azerbaijan
Paraguay,Azerbaijan
Scotland,Azerbaijan
Argentina,Azerbaijan
North America,Azerbaijan
Fiji,Azerbaijan
Bahrain,Azerbaijan
Samoa,Azerbaijan
Central Latin America,Azerbaijan
Serbia,Azerbaijan
Dominica,Azerbaijan
Romania,Azerbaijan
Ireland,Azerbaijan
Libya,Azerbaijan
Iran,Azerbaijan
Malawi,Azerbaijan
Afghanistan,Azerbaijan
Oman,Azerbaijan
Syria,Azerbaijan
High-income,Azerbaijan
Bhutan,Azerbaijan
Dominican Republic,Azerbaijan
Brazil,Azerbaijan
Caribbean,Azerbaijan
Saudi Arabia,Azerbaijan
Comoros,Azerbaijan
Suriname,Azerbaijan
Switzerland,Azerbaijan
Poland,Azerbaijan
Latin America and Caribbean,Azerbaijan
Puerto Rico,Azerbaijan
Grenada,Azerbaijan
Netherlands,Azerbaijan
High SDI,Azerbaijan
Trinidad and Tobago,Azerbaijan
Iraq,Azerbaijan
Uruguay,Azerbaijan
Iceland,Azerbaijan
Cuba,Azerbaijan
Southern Latin America,Azerbaijan
Northern Ireland,Azerbaijan
Belgium,Azerbaijan
Bulgaria,Azerbaijan
Central Europe,Azerbaijan
North Korea,Azerbaijan
Albania,Azerbaijan
North Africa and Middle East,Azerbaijan
Indonesia,Azerbaijan
Sudan,Azerbaijan
Cambodia,Azerbaijan
Jamaica,Azerbaijan
Antigua and Barbuda,Azerbaijan
Guyana,Azerbaijan
Colombia,Azerbaijan
Luxembourg,Azerbaijan
Portugal,Azerbaijan
Pakistan,Azerbaijan
Middle SDI,Azerbaijan
South Korea,Azerbaijan
New Zealand,Azerbaijan
Solomon Islands,Azerbaijan
Nicaragua,Azerbaijan
Western Europe,Azerbaijan
Nepal,Azerbaijan
Lebanon,Azerbaijan
Haiti,Azerbaijan
Czechia,Azerbaijan
Greece,Azerbaijan
Palestine,Azerbaijan
Micronesia (country),Azerbaijan
Andean Latin America,Azerbaijan
Chile,Azerbaijan
Jordan,Azerbaijan
Algeria,Azerbaijan
Haiti,Bahamas
Montenegro,Bahamas
Qatar,Bahamas
Mexico,Bahamas
Bosnia and Herzegovina,Bahamas
Suriname,Bahamas
Iceland,Bahamas
Grenada,Bahamas
Nicaragua,Bahamas
Guyana,Bahamas
Austria,Bahamas
Pakistan,Bahamas
Paraguay,Bahamas
Malaysia,Bahamas
Bhutan,Bahamas
Northern Mariana Islands,Bahamas
Southern Sub-Saharan Africa,Bahamas
Scotland,Bahamas
Romania,Bahamas
Bolivia,Bahamas
Ecuador,Bahamas
Azerbaijan,Bahamas
Hungary,Bahamas
Germany,Bahamas
Malawi,Bahamas
Tropical Latin America,Bahamas
Dominica,Bahamas
Bangladesh,Bahamas
Myanmar,Bahamas
Fiji,Bahamas
Chile,Bahamas
Antigua and Barbuda,Bahamas
Samoa,Bahamas
Jordan,Bahamas
France,Bahamas
Seychelles,Bahamas
Micronesia (country),Bahamas
Australasia,Bahamas
Taiwan,Bahamas
Namibia,Bahamas
Vanuatu,Bahamas
Slovakia,Bahamas
Bulgaria,Bahamas
Cyprus,Bahamas
Saint Lucia,Bahamas
Yemen,Bahamas
Central Latin America,Bahamas
Serbia,Bahamas
Trinidad and Tobago,Bahamas
Algeria,Bahamas
Latin America and Caribbean,Bahamas
Tonga,Bahamas
North Korea,Bahamas
Belgium,Bahamas
Kiribati,Bahamas
Belize,Bahamas
Slovenia,Bahamas
Southeast Asia,Bahamas
Nepal,Bahamas
Venezuela,Bahamas
North Africa and Middle East,Bahamas
Denmark,Bahamas
Libya,Bahamas
Cuba,Bahamas
Portugal,Bahamas
Cambodia,Bahamas
Switzerland,Bahamas
Marshall Islands,Bahamas
United States Virgin Islands,Bahamas
Afghanistan,Bahamas
High-income,Bahamas
Italy,Bahamas
Poland,Bahamas
Northern Ireland,Bahamas
High SDI,Bahamas
Netherlands,Bahamas
Costa Rica,Bahamas
American Samoa,Bahamas
High-income Asia Pacific,Bahamas
High-middle SDI,Bahamas
Brazil,Bahamas
Thailand,Bahamas
Oceania,Bahamas
Luxembourg,Bahamas
Turkey,Bahamas
Zambia,Bahamas
Philippines,Bahamas
Albania,Bahamas
Oman,Bahamas
England,Bahamas
World,Bahamas
Puerto Rico,Bahamas
Southern Latin America,Bahamas
Greece,Bahamas
Andorra,Bahamas
Honduras,Bahamas
Andean Latin America,Bahamas
Panama,Bahamas
North America,Bahamas
Ireland,Bahamas
Croatia,Bahamas
Wales,Bahamas
Uruguay,Bahamas
Spain,Bahamas
Dominican Republic,Bahamas
New Zealand,Bahamas
Laos,Bahamas
South Korea,Bahamas
Norway,Bahamas
Egypt,Bahamas
Central Europe,Bahamas
Comoros,Bahamas
Indonesia,Bahamas
North Macedonia,Bahamas
Canada,Bahamas
Caribbean,Bahamas
Iran,Bahamas
Czechia,Bahamas
Jamaica,Bahamas
Peru,Bahamas
Saudi Arabia,Bahamas
Brunei,Bahamas
Middle SDI,Bahamas
Japan,Bahamas
